ID,NAME,NAME_allportdata,ABBREV,COUNTRY_CODE,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,LATDD,LONGDD,MIN_T,MAX_T,RANGE_T,YR_MEAN_T,Salinity,Temp_Src,Sal_Src,MEOW_region,MEOW_province,MEOW_realm,FEOW_region,MEOW_Neighbors,FEOW_Neighbors,,,,,,
7817,Kewaunee,Kewaunee,USA,USA,44.45,-87.5167,44.45,-87.51667,0.7,19.35,18.65,8.04,0,AVHRR,DistIn,NA,NA,NA,Laurentian Great Lakes,NA,Upper Mississippi|Teays - Old Ohio|Chesapeake Bay|Northeast US & Southeast Canada Atlantic Drainages|English - Winnipeg Lakes|Southern Hudson Bay|St.Lawrence|NA|NA|NA|NA|NA|NA|NA,,,,,,
7818,Kawanoishi,Kawanoishi,JPN,JPN,33.4833,132.3833,33.48333,132.38333,13.44,25.82,12.38,19.63,33.95,WOA,WOA,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,Honshu - Shikoku - Kyushu,East China Sea|Northeastern Honshu|Ogasawara Islands|Sea of Japan/East Sea|South Kuroshio|NA|NA|NA|NA,Biwa Ko|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
7819,Walton on the Naze,Walton on the Naze,GBR,GBR,51.85,1.2667,51.85,1.26667,5.93,17.34,11.42,11.25,34.58,WOA,WOA,North Sea,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
7820,Tasiusaq,Tasiusaq,GRL,GRL,73.3667,-56.0667,73.36667,-56.06667,-1.84,4.96,6.8,0.95,32.67,WOA,WOA,West Greenland Shelf,Arctic,Arctic,NA,Baffin Bay - Davis Strait|East Greenland Shelf|North Greenland|NA|NA|NA|NA|NA|NA,NA,,,,,,
7821,Nagashima,Nagashima,JPN,JPN,34.1833,136.35,34.18333,136.35,14.47,26.62,12.15,20.18,33.56,WOA,WOA,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,NA,East China Sea|Northeastern Honshu|Ogasawara Islands|Sea of Japan/East Sea|South Kuroshio|NA|NA|NA|NA,NA,,,,,,
7822,Triabunna,Triabunna,AUS,AUS,-42.45,147.9333,-42.45,147.93333,9.69,18.43,8.74,14.05,20.69,Air,Drake_Model,Bassian,Southeast Australian Shelf,Temperate Australasia,Southern Tasmania,Cape Howe|Western Bassian|NA|NA|NA|NA|NA|NA|NA,Bass Strait Drainages|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
7823,Coden,Coden,USA,USA,30.3667,-88.2333,30.36667,-88.23333,15.4,30.14,14.75,22.89,28.84,WOA,WOA,Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,NA,Carolinian|Floridian|Southern Gulf of Mexico|NA|NA|NA|NA|NA|NA,NA,,,,,,
7824,Ushimado,Ushimado,JPN,JPN,34.6167,134.1667,34.61667,134.16667,6.54,28.15,21.61,17.42,31.74,Air,WOA,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,Honshu - Shikoku - Kyushu,East China Sea|Northeastern Honshu|Ogasawara Islands|Sea of Japan/East Sea|South Kuroshio|NA|NA|NA|NA,Biwa Ko|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
7825,Pierre Part,Pierre Part,USA,USA,29.95,-91.1833,29.95,-91.18333,12.52,28.15,15.63,21.82,29.41,Air,Close_Sal,Northern Gulf of Mexico,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,Lower Mississippi,Carolinian|Floridian|Southern Gulf of Mexico|NA|NA|NA|NA|NA|NA,Upper Mississippi|Ozark Highlands|Ouachita Highlands|Teays - Old Ohio|Tennessee|Mobile Bay|Sabine - Galveston|NA|NA|NA|NA|NA|NA|NA,,,,,,
7826,Freeport(BMU),Freeport(BMU),BMU,BMU,32.3167,-64.8333,32.31667,-64.83333,19.1,27.57,8.47,22.96,36.51,WOA,WOA,Bermuda,Tropical Northwestern Atlantic,Tropical Atlantic,NA,NA|NA|NA|NA|NA|NA|NA|NA|NA,NA,,,,,,
7827,Nanchital,Nanchital,MEX,MEX,18.0667,-94.4167,18.06667,-94.41667,23.58,28.43,4.85,26.61,7.98,Air,Drake_Model,Southern Gulf of Mexico,Tropical Northwestern Atlantic,Tropical Atlantic,Coatzacoalcos,Chiapas-Nicaragua|Floridian|Mexican Tropical Pacific|Northern Gulf of Mexico|Western Caribbean|Greater Antilles|NA|NA|NA,Papaloapan|Grijalva - Usumacinta|Chiapas - Fonseca|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
7828,Yukalpeten,Yukalpeten,MEX,MEX,21.2833,-89.7167,21.28333,-89.71667,22.87,28.78,5.91,25.41,36.46,WOA,WOA,Southern Gulf of Mexico,Tropical Northwestern Atlantic,Tropical Atlantic,Yucatan,Chiapas-Nicaragua|Floridian|Mexican Tropical Pacific|Northern Gulf of Mexico|Western Caribbean|Greater Antilles|NA|NA|NA,Grijalva - Usumacinta|Quintana Roo - Motagua|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
7829,Philipsburg,Philipsburg,ANT,SXM,18.0333,-63.05,18.03333,-63.05,25.68,28.5,2.82,27.22,35.51,WOA,WOA,Eastern Caribbean,Tropical Northwestern Atlantic,Tropical Atlantic,Windward & Leeward Islands,Bahamian|Guianan|Southern Caribbean|Greater Antilles|NA|NA|NA|NA|NA,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
7830,Limetree Bay,Limetree Bay,VIR,VIR,17.6983,-64.7561,17.69833,-64.75611,25.9,28.68,2.79,27.42,35.4,WOA,WOA,Eastern Caribbean,Tropical Northwestern Atlantic,Tropical Atlantic,NA,Bahamian|Guianan|Southern Caribbean|Greater Antilles|NA|NA|NA|NA|NA,NA,,,,,,
7831,Pelotas,Pelotas,BRA,BRA,-31.75,-52.25,-31.75,-52.25,14.73,24.95,10.22,20.06,15.8,Air,WOA,Rio Grande,Warm Temperate Southwestern Atlantic,Temperate South America,Laguna dos Patos,Rio de la Plata|Southeastern Brazil|Uruguay-Buenos Aires Shelf|NA|NA|NA|NA|NA|NA,Upper Uruguay|Lower Parana|Lower Uruguay|Tramandai - Mampituba|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
7832,Santa Clara(BRA),Santa Clara(BRA),BRA,BRA,-29.9006,-51.3784,-29.9,-51.36667,16.74,26,9.26,21.62,0,Air,DistIn,Rio Grande,Warm Temperate Southwestern Atlantic,Temperate South America,Laguna dos Patos,Rio de la Plata|Southeastern Brazil|Uruguay-Buenos Aires Shelf|NA|NA|NA|NA|NA|NA,Upper Uruguay|Lower Parana|Lower Uruguay|Tramandai - Mampituba|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
7833,Puerto Percy,Puerto Percy,CHL,CHL,-52.9167,-70.2833,-52.91667,-70.28333,6.59,12.32,5.74,9.54,31.69,WOA,WOA,Channels and Fjords of Southern Chile,Magellanic,Temperate South America,NA,Chiloense|Malvinas/Falklands|North Patagonian Gulfs|Patagonian Shelf|NA|NA|NA|NA|NA,NA,,,,,,
7834,Puerto Ventanas,Puerto Ventanas,CHL,CHL,-32.75,-71.5,-32.75,-71.5,12.92,18.93,6.01,15.94,34.3,Air,WOA,Central Chile,Warm Temperate Southeastern Pacific,Temperate South America,NA,Araucanian|Humboldtian|NA|NA|NA|NA|NA|NA|NA,NA,,,,,,
7835,San Antonio(PRY),San Antonio(PRY),PRY,PRY,-25.4167,-57.5667,-25.41667,-57.56667,20.09,28.5,8.41,24.78,0,Air,DistIn,NA,NA,NA,Paraguay,NA,Upper Parana|Chaco|Lower Parana|Tocantins - Araguaia|Guapore - Itenez|Tapajos - Juruena|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
7836,Paranam,Paranam,SUR,SUR,5.6,-55.0833,5.6,-55.08333,26.92,28.29,1.37,27.59,1.05,Air,Drake_Model,Guianan,North Brazil Shelf,Tropical Atlantic,Guianas,Amazonia|Eastern Caribbean|Southern Caribbean|NA|NA|NA|NA|NA|NA,Essequibo|Amazonas Guiana Shield|Amazonas Estuary & Coastal Drainages|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
7837,Colonia,Colonia,URY,URY,-34.4667,-57.85,-34.46667,-57.85,13.22,24.95,11.73,19.33,25.28,Air,WOA,Rio de la Plata,Warm Temperate Southwestern Atlantic,Temperate South America,Lower Parana,Rio Grande|Uruguay-Buenos Aires Shelf|NA|NA|NA|NA|NA|NA|NA,Paraguay|Upper Parana|Iguassu|Upper Uruguay|Laguna dos Patos|Chaco|Lower Uruguay|Bonaerensean Drainages|Mar Chiquita - Salinas Grandes|NA|NA|NA|NA|NA,,,,,,
7838,Ondarroa,Ondarroa,ESP,ESP,43.3167,-2.4167,43.31667,-2.41667,12.02,21.51,9.49,16,35.22,WOA,WOA,South European Atlantic Shelf,Lusitanian,Temperate Northern Atlantic,Cantabric Coast - Languedoc,Celtic Seas|Saharan Upwelling|North Sea|Alboran Sea|NA|NA|NA|NA|NA,Central & Western Europe|Western Iberia|Eastern Iberia|Gulf of Venice Drainages|Italian Peninsula & Islands|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
7839,Lemwerder,Lemwerder,DEU,DEU,53.1667,8.6,53.16667,8.6,3.99,18.93,14.94,10.93,27.33,Air,Close_Sal,North Sea,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
7840,Ukpokiti Terminal,NA,NA,NGA,5.7333,4.8333,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gulf of Guinea Central,Gulf of Guinea,Tropical Atlantic,NA,Gulf of Guinea Islands|Gulf of Guinea Upwelling|Gulf of Guinea South|NA|NA|NA|NA|NA|NA,NA,,,,,,
7841,Salomague,Salomague,PHL,PHL,17.8,120.4,17.8,120.4,26.56,30.18,3.62,28.55,33.5,WOA,WOA,Eastern Philippines,Western Coral Triangle,Central Indo-Pacific,NA,Halmahera|Palawan/North Borneo|South China Sea Oceanic Islands|South Kuroshio|Sulawesi Sea/Makassar Strait|West Caroline Islands|NA|NA|NA,NA,,,,,,
7842,Rio Cullen Terminal,NA,NA,ARG,-52.8031,-68.2234,NA,NA,NA,NA,NA,NA,NA,NA,NA,Patagonian Shelf,Magellanic,Temperate South America,NA,Channels and Fjords of Southern Chile|Chiloense|Malvinas/Falklands|North Patagonian Gulfs|Uruguay-Buenos Aires Shelf|NA|NA|NA|NA,NA,,,,,,
7843,Nordveitgrend,Nordveitgrend,NOR,NOR,60.1,5.7333,60.1,5.73333,2.77,15.63,12.86,8.01,7.18,Air,Drake_Model,Southern Norway,Northern European Seas,Temperate Northern Atlantic,Norwegian Sea Drainages,Baltic Sea|North Sea|Northern Norway and Finnmark|NA|NA|NA|NA|NA|NA,Barents Sea Drainages|Northern Baltic Drainages|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
7844,Marina di Catanzaro,Marina di Catanzaro,ITA,ITA,38.8167,16.6167,38.81667,16.61667,12.02,26.23,14.21,18.82,38.1,Air,WOA,Ionian Sea,Mediterranean Sea,Temperate Northern Atlantic,NA,Adriatic Sea|Levantine Sea|Tunisian Plateau/Gulf of Sidra|Aegean Sea|Western Mediterranean|NA|NA|NA|NA,NA,,,,,,
7845,Kiame Field,NA,NA,AGO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
7846,Curlew Field,NA,NA,GBR,56.7333,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,North Sea,Northern European Seas,Temperate Northern Atlantic,NA,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,NA,,,,,,
7847,Kuivastu,Kuivastu,EST,EST,58.5731,23.3897,58.58333,23.4,1.13,17.84,16.71,7.74,5.99,WOA,WOA,Baltic Sea,Northern European Seas,Temperate Northern Atlantic,NA,North Sea|Southern Norway|Northern Norway and Finnmark|NA|NA|NA|NA|NA|NA,NA,,,,,,
7848,Giurgiu,Giurgiu,ROM,ROM,43.9,25.9667,43.9,25.96667,2.37,24.19,21.82,13.53,0,Air,DistIn,Black Sea,Black Sea,Temperate Northern Atlantic,Dniester - Lower Danube,Levantine Sea|Aegean Sea|NA|NA|NA|NA|NA|NA|NA,Central & Western Europe|Upper Danube|Gulf of Venice Drainages|Dalmatia|Southeast Adriatic Drainages|Vardar|Thrace|Dnieper - South Bug|NA|NA|NA|NA|NA|NA,,,,,,
7849,Snorre Field,NA,NA,NOR,61.5253,2.2114,NA,NA,NA,NA,NA,NA,NA,NA,NA,Southern Norway,Northern European Seas,Temperate Northern Atlantic,NA,Baltic Sea|North Sea|Northern Norway and Finnmark|NA|NA|NA|NA|NA|NA,NA,,,,,,
7850,Bucharest,Bucharest,ROM,ROM,44.4167,26.1167,44.41667,26.11667,2.1,23.93,21.83,13.12,0,Air,DistIn,Black Sea,Black Sea,Temperate Northern Atlantic,Dniester - Lower Danube,Levantine Sea|Aegean Sea|NA|NA|NA|NA|NA|NA|NA,Central & Western Europe|Upper Danube|Gulf of Venice Drainages|Dalmatia|Southeast Adriatic Drainages|Vardar|Thrace|Dnieper - South Bug|NA|NA|NA|NA|NA|NA,,,,,,
7851,Chvaletice,Chvaletice,CZE,CZE,50.0167,15.4333,50.01667,15.43333,2.26,20.19,17.93,10.66,0,Air,DistIn,NA,NA,NA,Central & Western Europe,NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
7852,Magdeburg,Magdeburg,DEU,DEU,52.1333,11.6167,52.13333,11.61667,3.13,19.7,16.57,10.71,0,Air,DistIn,North Sea,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
7853,Marlim Field,NA,NA,BRA,-22.3333,-40.0667,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eastern Brazil,Tropical Southwestern Atlantic,Tropical Atlantic,NA,Northeastern Brazil|Southeastern Brazil|Trindade and Martin Vaz Islands|NA|NA|NA|NA|NA|NA,NA,,,,,,
7854,Kalbut,Kalbut,IDN,IDN,-7.6167,113.9833,-7.61667,113.98333,27.84,29.74,1.9,28.82,33.25,WOA,WOA,Sunda Shelf/Java Sea,Sunda Shelf,Central Indo-Pacific,NA,Gulf of Thailand|Lesser Sunda|Malacca Strait|Palawan/North Borneo|South China Sea Oceanic Islands|Southern Vietnam|Sulawesi Sea/Makassar Strait|Southern Java|Western Sumatra,NA,,,,,,
7855,Tanjung Gerem,Tanjung Gerem,IDN,IDN,-5.9333,106,-5.93333,106,28.07,29.49,1.41,28.77,32.33,WOA,WOA,Southern Java,Java Transitional,Central Indo-Pacific,Southern Sumatra - Western Java,Cocos-Keeling/Christmas Island|Lesser Sunda|Western Sumatra|Sunda Shelf/Java Sea|NA|NA|NA|NA|NA,Southern Central Sumatra|Central & Eastern Java|Indian Ocean Slope of Sumatra & Java|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
7856,Aland Islands,NA,NA,ALD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
7857,Langnasudd,Langnasudd,ALD,ALD,60.1164,20.2966,60.11667,20.3,0.42,15.51,15.09,6.63,6.1,WOA,WOA,Baltic Sea,Northern European Seas,Temperate Northern Atlantic,NA,North Sea|Southern Norway|Northern Norway and Finnmark|NA|NA|NA|NA|NA|NA,NA,,,,,,
7858,Severomorsk,Severomorsk,RUS,RUS,69.0833,33.45,69.08333,33.45,0,14.52,14.52,3.39,16,Air,Drake_Model,Northern Norway and Finnmark,Northern European Seas,Temperate Northern Atlantic,Barents Sea Drainages,Baltic Sea|Southern Norway|North and East Barents Sea|White Sea|NA|NA|NA|NA|NA,Lake Onega - Lake Ladoga|Northern Baltic Drainages|Norwegian Sea Drainages|Volga - Ural|Ob|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
7859,Moriusaq,Moriusaq,GRL,GRL,76.7333,69.6,76.73333,69.6,-2.1,1.43,3.53,-0.68,30.08,WOA,WOA,Kara Sea,Arctic,Arctic,NA,Laptev Sea|North and East Barents Sea|NA|NA|NA|NA|NA|NA|NA,NA,,,,,,
7860,Audierne,Audierne,FRA,FRA,48.0167,-4.5333,48.01667,-4.53333,10.09,15.73,5.65,13.11,35.2,WOA,WOA,South European Atlantic Shelf,Lusitanian,Temperate Northern Atlantic,NA,Celtic Seas|Saharan Upwelling|North Sea|Alboran Sea|NA|NA|NA|NA|NA,NA,,,,,,
7861,Deest,Deest,NLD,NLD,51.8833,5.6667,51.88333,5.66667,4.94,18.93,13.99,11.38,0,Air,DistIn,North Sea,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
7862,S. California light. area,NA,NA,USA,33.0363,-117.8503,NA,NA,NA,NA,NA,NA,NA,NA,NA,Southern California Bight,Warm Temperate Northeast Pacific,Temperate Northern Pacific,NA,Cortezian|Magdalena Transition|Northern California|NA|NA|NA|NA|NA|NA,NA,,,,,,
7863,Ennore,Ennore,IND,IND,13.2333,80.3333,13.23333,80.33333,26.36,29.65,3.29,28.12,33.04,WOA,WOA,Eastern India,Bay of Bengal,Western Indo-Pacific,NA,Northern Bay of Bengal|South India and Sri Lanka|Western India|NA|NA|NA|NA|NA|NA,NA,,,,,,
7864,Ouistreham,Ouistreham,FRA,FRA,49.2833,-0.25,49.28333,-0.25,7.44,17.09,9.66,12.06,34.4,WOA,WOA,North Sea,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
7865,Marimba Field,NA,NA,BRA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
7866,Fuqing,Fuqing,CHN,CHN,25.7167,119.35,25.71667,119.35,12.72,28.7,15.98,21.65,18.65,Air,Drake_Model,East China Sea,Warm Temperate Northwest Pacific,Temperate Northern Pacific,Coastal Fujian - Zeijang,Central Kuroshio Current|Sea of Japan/East Sea|South Kuroshio|Southern China|Yellow Sea|NA|NA|NA|NA,Lower Yangtze|Xi Yiang|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
7867,Maghagha,Maghagha,EGY,EGY,28.65,30.8333,28.65,30.83333,14.63,28.9,14.27,23.34,0,Air,DistIn,Northern and Central Red Sea,Red Sea and Gulf of Aden,Western Indo-Pacific,Lower Nile,Southern Red Sea|Levantine Sea|NA|NA|NA|NA|NA|NA|NA,Upper Nile|Ethiopian Highlands|Nile Delta|Dry Sahel|Western Red Sea Drainages|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
7868,Salcombe,Salcombe,GBR,GBR,50.2167,-3.7833,50.21667,-3.78333,9.16,16.05,6.9,12.4,35.19,WOA,WOA,Celtic Seas,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Faroe Plateau|South European Atlantic Shelf|North Sea|NA|NA|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
7869,Innaarsuit,NA,NA,GRL,73.2,-56.0111,NA,NA,NA,NA,NA,NA,NA,NA,NA,West Greenland Shelf,Arctic,Arctic,Greenland,Baffin Bay - Davis Strait|East Greenland Shelf|North Greenland|NA|NA|NA|NA|NA|NA,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
7870,Taean,Taean,KOR,KOR,36.9078,126.2366,36.91667,126.23333,2.15,26.31,24.16,13.82,31.41,Air,WOA,Yellow Sea,Cold Temperate Northwest Pacific,Temperate Northern Pacific,NA,East China Sea|Sea of Japan/East Sea|NA|NA|NA|NA|NA|NA|NA,NA,,,,,,
7871,Matautu,Matautu,WLF,WLF,-13.2833,-176.1333,-13.28333,-176.13333,27.75,29.52,1.77,28.69,34.91,WOA,WOA,Samoa Islands,Central Polynesia,Eastern Indo-Pacific,Wallis - Futuna,Fiji Islands|Gilbert/Ellis Islands|Phoenix/Tokelau/Northern Cook Islands|Tonga Islands|NA|NA|NA|NA|NA,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
7872,Mawan,Mawan,CHN,CHN,22.4833,113.8667,22.48333,113.86667,16.94,28.7,11.76,24.08,32.82,Air,WOA,Southern China,South China Sea,Central Indo-Pacific,Xi Yiang,East China Sea|Gulf of Tonkin|South China Sea Oceanic Islands|South Kuroshio|NA|NA|NA|NA|NA,Lower Yangtze|Coastal Fujian - Zeijang|Song Hong|Middle Yangtze|Yunnan Lakes|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
7873,Aappilattoq,Aappilattoq,GRL,GRL,60.1667,-44.2833,60.16667,-44.28333,0.89,9.88,8.99,3.99,33.58,Air,WOA,East Greenland Shelf,Arctic,Arctic,Greenland,North Greenland|West Greenland Shelf|North and East Iceland|South and West Iceland|NA|NA|NA|NA|NA,NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
7874,Graham Is.,NA,NA,CAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
7875,Haora,Haora,IND,IND,22.6,88.3,22.6,88.3,22.75,30.32,7.57,27.44,0,WOA,DistIn,Northern Bay of Bengal,Bay of Bengal,Western Indo-Pacific,Ganges Delta & Plain,Andaman and Nicobar Islands|Andaman Sea Coral Coast|Eastern India|Gulf of Thailand|Gulf of Tonkin|NA|NA|NA|NA,Lower & Middle Indus|Middle Brahmaputra|Chin Hills - Arakan Coast|Ganges Himalayan Foothills|Namuda - Tapi|Northern Deccan Plateau|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
7876,Oseto,Oseto,JPN,JPN,32.9333,129.65,32.93333,129.65,14.87,27.04,12.17,20.42,34.1,WOA,WOA,East China Sea,Warm Temperate Northwest Pacific,Temperate Northern Pacific,Honshu - Shikoku - Kyushu,Central Kuroshio Current|Sea of Japan/East Sea|South Kuroshio|Southern China|Yellow Sea|NA|NA|NA|NA,Biwa Ko|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
7877,Njord Field,NA,NA,NOR,64.2673,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Southern Norway,Northern European Seas,Temperate Northern Atlantic,NA,Baltic Sea|North Sea|Northern Norway and Finnmark|NA|NA|NA|NA|NA|NA,NA,,,,,,
7878,River Uruguay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
7879,Porto Grande Bay,NA,NA,CPV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,
7880,Paljassaare,Paljassaare,EST,EST,59.4572,24.7075,59.45,24.7,0.55,18.43,17.88,7.27,5.81,Air,WOA,Baltic Sea,Northern European Seas,Temperate Northern Atlantic,Southern Baltic Lowlands,North Sea|Southern Norway|Northern Norway and Finnmark|NA|NA|NA|NA|NA|NA,Lake Onega - Lake Ladoga|Northern Baltic Drainages|Central & Western Europe|Dnieper - South Bug|Volga - Ural|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
7881,Gendt,Gendt,NLD,NLD,51.8667,5.9833,51.86667,5.98333,4.86,18.93,14.07,11.39,0,Air,DistIn,North Sea,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
7882,Hingene,Hingene,BEL,BEL,51.1167,4.2667,51.11667,4.26667,5.32,19.7,14.38,12.09,0.46,Air,Drake_Model,North Sea,Northern European Seas,Temperate Northern Atlantic,Central & Western Europe,Baltic Sea|Celtic Seas|Faroe Plateau|South European Atlantic Shelf|Southern Norway|NA|NA|NA|NA,Northern British Isles|Cantabric Coast - Languedoc|Upper Danube|Dniester - Lower Danube|Gulf of Venice Drainages|Dnieper - South Bug|Southern Baltic Lowlands|NA|NA|NA|NA|NA|NA|NA,,,,,,
7883,Matsu Is.,Matsu Is.,CHN,CHN,26.15,119.9333,26.15,119.93333,13.94,27.6,13.67,21.42,33.63,WOA,WOA,East China Sea,Warm Temperate Northwest Pacific,Temperate Northern Pacific,Coastal Fujian - Zeijang,Central Kuroshio Current|Sea of Japan/East Sea|South Kuroshio|Southern China|Yellow Sea|NA|NA|NA|NA,Lower Yangtze|Xi Yiang|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA,,,,,,
7884,Lehtma,Lehtma,EST,EST,59.05,22.7,59.05,22.7,0.56,16.39,15.83,7.26,6.45,WOA,WOA,Baltic Sea,Northern European Seas,Temperate Northern Atlantic,NA,North Sea|Southern Norway|Northern Norway and Finnmark|NA|NA|NA|NA|NA|NA,NA,,,,,,
7885,Kosong(PRK),Kosong(PRK),PRK,PRK,38.6,128.35,38.6,128.35,6.56,23.63,17.06,14.4,33.54,WOA,WOA,Sea of Japan/East Sea,Cold Temperate Northwest Pacific,Temperate Northern Pacific,Hamgyong - Sanmaek,Central Kuroshio Current|East China Sea|Northeastern Honshu|Oyashio Current|Sea of Okhotsk|Yellow Sea|NA|NA|NA,"Lower Amur|Songhua Jiang|Eastern Yellow Sea Drainages|Southeastern Korean Peninsula|Sakhalin, Hokkaido, & Sikhote - Alin Coast|NA|NA|NA|NA|NA|NA|NA|NA|NA",,,,,,
